lang,kind,number,gender,case,v1,v2,change
sk,cardinal,2000,neuter,locative,dvetisícom,dvetisíc,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2001,masculine,genitive,dvetisícehojedného,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,masculine,dative,dvetisícemujednému,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,masculine,accusative,dvetisícjedného,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,masculine,instrumental,dvetisícimjedným,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,masculine,locative,dvetisícomjednom,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,feminine,nominative,dvetisícjedna,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,feminine,genitive,dvetisícejjednej,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,feminine,dative,dvetisícejjednej,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,feminine,accusative,dvetisícjednu,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,feminine,instrumental,dvetisícoujednou,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,feminine,locative,dvetisícejjednej,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,neuter,nominative,dvetisícjedno,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,neuter,genitive,dvetisícehojedného,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,neuter,dative,dvetisícemujednému,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,neuter,accusative,dvetisícjedno,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,neuter,instrumental,dvetisícimjedným,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2001,neuter,locative,dvetisícomjednom,dvetisícjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2004,masculine,genitive,dvetisícehoštyroch,dvetisíc štyroch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,masculine,dative,dvetisícemuštyrom,dvetisíc štyrom,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,masculine,accusative,dvetisícštyroch,dvetisícštyri,masc. accusative: inanimate by default (animacy= gives the old form)
sk,cardinal,2004,masculine,instrumental,dvetisícimštyrmi,dvetisíc štyrmi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,masculine,locative,dvetisícomštyroch,dvetisíc štyroch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,feminine,genitive,dvetisícejštyroch,dvetisíc štyroch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,feminine,dative,dvetisícejštyrom,dvetisíc štyrom,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,feminine,instrumental,dvetisícouštyrmi,dvetisíc štyrmi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,feminine,locative,dvetisícejštyroch,dvetisíc štyroch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,neuter,genitive,dvetisícehoštyroch,dvetisíc štyroch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,neuter,dative,dvetisícemuštyrom,dvetisíc štyrom,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,neuter,instrumental,dvetisícimštyrmi,dvetisíc štyrmi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2004,neuter,locative,dvetisícomštyroch,dvetisíc štyroch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,masculine,genitive,dvetisícehodvanástich,dvetisícdvanástich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,masculine,dative,dvetisícemudvanástim,dvetisícdvanástim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,masculine,instrumental,dvetisícimdvanástimi,dvetisícdvanástimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,masculine,locative,dvetisícomdvanástich,dvetisícdvanástich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,feminine,genitive,dvetisícejdvanástich,dvetisícdvanástich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,feminine,dative,dvetisícejdvanástim,dvetisícdvanástim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,feminine,instrumental,dvetisícoudvanástimi,dvetisícdvanástimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,feminine,locative,dvetisícejdvanástich,dvetisícdvanástich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,neuter,genitive,dvetisícehodvanástich,dvetisícdvanástich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,neuter,dative,dvetisícemudvanástim,dvetisícdvanástim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,neuter,instrumental,dvetisícimdvanástimi,dvetisícdvanástimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2012,neuter,locative,dvetisícomdvanástich,dvetisícdvanástich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,masculine,genitive,dvetisícehodvadsiatich,dvetisícdvadsiatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,masculine,dative,dvetisícemudvadsiatim,dvetisícdvadsiatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,masculine,instrumental,dvetisícimdvadsiatimi,dvetisícdvadsiatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,masculine,locative,dvetisícomdvadsiatich,dvetisícdvadsiatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,feminine,genitive,dvetisícejdvadsiatich,dvetisícdvadsiatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,feminine,dative,dvetisícejdvadsiatim,dvetisícdvadsiatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,feminine,instrumental,dvetisícoudvadsiatimi,dvetisícdvadsiatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,feminine,locative,dvetisícejdvadsiatich,dvetisícdvadsiatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,neuter,genitive,dvetisícehodvadsiatich,dvetisícdvadsiatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,neuter,dative,dvetisícemudvadsiatim,dvetisícdvadsiatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,neuter,instrumental,dvetisícimdvadsiatimi,dvetisícdvadsiatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2020,neuter,locative,dvetisícomdvadsiatich,dvetisícdvadsiatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2021,masculine,genitive,dvetisícehodvadsiatehojedného,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,masculine,dative,dvetisícemudvadsiatemujednému,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,masculine,accusative,dvetisícdvadsaťjedného,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,masculine,instrumental,dvetisícimdvadsiatymjedným,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,masculine,locative,dvetisícomdvadsiatomjednom,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,feminine,nominative,dvetisícdvadsaťjedna,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,feminine,genitive,dvetisícejdvadsiatehojednej,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,feminine,dative,dvetisícejdvadsiatemujednej,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,feminine,accusative,dvetisícdvadsaťjednu,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,feminine,instrumental,dvetisícoudvadsiatymjednou,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,feminine,locative,dvetisícejdvadsiatomjednej,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,neuter,nominative,dvetisícdvadsaťjedno,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,neuter,genitive,dvetisícehodvadsiatehojedného,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,neuter,dative,dvetisícemudvadsiatemujednému,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,neuter,accusative,dvetisícdvadsaťjedno,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,neuter,instrumental,dvetisícimdvadsiatymjedným,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2021,neuter,locative,dvetisícomdvadsiatomjednom,dvetisícdvadsaťjeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2059,masculine,genitive,dvetisícehopäťdesiatehodeviateho,dvetisícpäťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,masculine,dative,dvetisícemupäťdesiatemudeviatemu,dvetisícpäťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,masculine,instrumental,dvetisícimpäťdesiatymdeviatym,dvetisícpäťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,masculine,locative,dvetisícompäťdesiatomdeviatom,dvetisícpäťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,feminine,genitive,dvetisícejpäťdesiatehodeviatej,dvetisícpäťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,feminine,dative,dvetisícejpäťdesiatemudeviatej,dvetisícpäťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,feminine,instrumental,dvetisícoupäťdesiatymdeviatou,dvetisícpäťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,feminine,locative,dvetisícejpäťdesiatomdeviatej,dvetisícpäťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,neuter,genitive,dvetisícehopäťdesiatehodeviateho,dvetisícpäťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,neuter,dative,dvetisícemupäťdesiatemudeviatemu,dvetisícpäťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,neuter,instrumental,dvetisícimpäťdesiatymdeviatym,dvetisícpäťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2059,neuter,locative,dvetisícompäťdesiatomdeviatom,dvetisícpäťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,masculine,genitive,dvetisícehodeväťdesiatehodeviateho,dvetisícdeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,masculine,dative,dvetisícemudeväťdesiatemudeviatemu,dvetisícdeväťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,masculine,instrumental,dvetisícimdeväťdesiatymdeviatym,dvetisícdeväťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,masculine,locative,dvetisícomdeväťdesiatomdeviatom,dvetisícdeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,feminine,genitive,dvetisícejdeväťdesiatehodeviatej,dvetisícdeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,feminine,dative,dvetisícejdeväťdesiatemudeviatej,dvetisícdeväťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,feminine,instrumental,dvetisícoudeväťdesiatymdeviatou,dvetisícdeväťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,feminine,locative,dvetisícejdeväťdesiatomdeviatej,dvetisícdeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,neuter,genitive,dvetisícehodeväťdesiatehodeviateho,dvetisícdeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,neuter,dative,dvetisícemudeväťdesiatemudeviatemu,dvetisícdeväťdesiatim deviatim,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,neuter,instrumental,dvetisícimdeväťdesiatymdeviatym,dvetisícdeväťdesiatimi deviatimi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2099,neuter,locative,dvetisícomdeväťdesiatomdeviatom,dvetisícdeväťdesiatich deviatich,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,masculine,genitive,dvetisícehostého,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,masculine,dative,dvetisícemustému,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,masculine,instrumental,dvetisícimstým,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,masculine,locative,dvetisícomstom,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,feminine,nominative,dvetisícstá,dvetisícsto,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2100,feminine,genitive,dvetisícejstej,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,feminine,dative,dvetisícejstej,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,feminine,accusative,dvetisícstú,dvetisícsto,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2100,feminine,instrumental,dvetisícoustou,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,feminine,locative,dvetisícejstej,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,neuter,nominative,dvetisícsté,dvetisícsto,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2100,neuter,genitive,dvetisícehostého,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,neuter,dative,dvetisícemustému,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,neuter,accusative,dvetisícsté,dvetisícsto,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2100,neuter,instrumental,dvetisícimstým,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2100,neuter,locative,dvetisícomstom,dvetisícsto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,masculine,genitive,dvetisícehostopäťdesiatehodruhého,dvetisícstopäťdesiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,masculine,dative,dvetisícemustopäťdesiatemudruhému,dvetisícstopäťdesiatim dvom,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,masculine,instrumental,dvetisícimstopäťdesiatymdruhým,dvetisícstopäťdesiatimi dvoma,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,masculine,locative,dvetisícomstopäťdesiatomdruhom,dvetisícstopäťdesiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,feminine,nominative,dvetisícstápäťdesiatdve,dvetisícstopäťdesiatdva,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2152,feminine,genitive,dvetisícejstápäťdesiatehodruhej,dvetisícstopäťdesiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,feminine,dative,dvetisícejstápäťdesiatemudruhej,dvetisícstopäťdesiatim dvom,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,feminine,accusative,dvetisícstápäťdesiatdve,dvetisícstopäťdesiatdva,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2152,feminine,instrumental,dvetisícoustápäťdesiatymdruhou,dvetisícstopäťdesiatimi dvomi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,feminine,locative,dvetisícejstápäťdesiatomdruhej,dvetisícstopäťdesiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,neuter,nominative,dvetisícstépäťdesiatdve,dvetisícstopäťdesiatdva,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2152,neuter,genitive,dvetisícehostépäťdesiatehodruhého,dvetisícstopäťdesiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,neuter,dative,dvetisícemustépäťdesiatemudruhému,dvetisícstopäťdesiatim dvom,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,neuter,accusative,dvetisícstépäťdesiatdve,dvetisícstopäťdesiatdva,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2152,neuter,instrumental,dvetisícimstépäťdesiatymdruhým,dvetisícstopäťdesiatimi dvoma,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2152,neuter,locative,dvetisícomstépäťdesiatomdruhom,dvetisícstopäťdesiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,masculine,genitive,dvetisícehodvestého,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,masculine,dative,dvetisícemudvestému,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,masculine,instrumental,dvetisícimdvestým,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,masculine,locative,dvetisícomdvestom,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,feminine,nominative,dvetisícdvestá,dvetisícdvesto,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2200,feminine,genitive,dvetisícejdvestej,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,feminine,dative,dvetisícejdvestej,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,feminine,accusative,dvetisícdvestú,dvetisícdvesto,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2200,feminine,instrumental,dvetisícoudvestou,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,feminine,locative,dvetisícejdvestej,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,neuter,nominative,dvetisícdvesté,dvetisícdvesto,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2200,neuter,genitive,dvetisícehodvestého,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,neuter,dative,dvetisícemudvestému,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,neuter,accusative,dvetisícdvesté,dvetisícdvesto,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2200,neuter,instrumental,dvetisícimdvestým,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2200,neuter,locative,dvetisícomdvestom,dvetisícdvesto,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2201,masculine,genitive,dvetisícehodvestojedného,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,masculine,dative,dvetisícemudvestojednému,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,masculine,accusative,dvetisícdvestojedného,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,masculine,instrumental,dvetisícimdvestojedným,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,masculine,locative,dvetisícomdvestojednom,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,feminine,nominative,dvetisícdvestájedna,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,feminine,genitive,dvetisícejdvestájednej,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,feminine,dative,dvetisícejdvestájednej,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,feminine,accusative,dvetisícdvestájednu,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,feminine,instrumental,dvetisícoudvestájednou,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,feminine,locative,dvetisícejdvestájednej,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,neuter,nominative,dvetisícdvestéjedno,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,neuter,genitive,dvetisícehodvestéjedného,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,neuter,dative,dvetisícemudvestéjednému,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,neuter,accusative,dvetisícdvestéjedno,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,neuter,instrumental,dvetisícimdvestéjedným,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2201,neuter,locative,dvetisícomdvestéjednom,dvetisícdvestojeden,"-jeden compounds: invariable, 'jeden' for every gender"
sk,cardinal,2222,masculine,genitive,dvetisícehodvestodvadsiatehodruhého,dvetisícdvestodvadsiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,masculine,dative,dvetisícemudvestodvadsiatemudruhému,dvetisícdvestodvadsiatim dvom,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,masculine,instrumental,dvetisícimdvestodvadsiatymdruhým,dvetisícdvestodvadsiatimi dvoma,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,masculine,locative,dvetisícomdvestodvadsiatomdruhom,dvetisícdvestodvadsiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,feminine,nominative,dvetisícdvestádvadsaťdve,dvetisícdvestodvadsaťdva,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2222,feminine,genitive,dvetisícejdvestádvadsiatehodruhej,dvetisícdvestodvadsiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,feminine,dative,dvetisícejdvestádvadsiatemudruhej,dvetisícdvestodvadsiatim dvom,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,feminine,accusative,dvetisícdvestádvadsaťdve,dvetisícdvestodvadsaťdva,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2222,feminine,instrumental,dvetisícoudvestádvadsiatymdruhou,dvetisícdvestodvadsiatimi dvomi,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,feminine,locative,dvetisícejdvestádvadsiatomdruhej,dvetisícdvestodvadsiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,neuter,nominative,dvetisícdvestédvadsaťdve,dvetisícdvestodvadsaťdva,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2222,neuter,genitive,dvetisícehodvestédvadsiatehodruhého,dvetisícdvestodvadsiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,neuter,dative,dvetisícemudvestédvadsiatemudruhému,dvetisícdvestodvadsiatim dvom,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,neuter,accusative,dvetisícdvestédvadsaťdve,dvetisícdvestodvadsaťdva,"sto, dvesto… are invariable (stého/stá are ordinals)"
sk,cardinal,2222,neuter,instrumental,dvetisícimdvestédvadsiatymdruhým,dvetisícdvestodvadsiatimi dvoma,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,2222,neuter,locative,dvetisícomdvestédvadsiatomdruhom,dvetisícdvestodvadsiatich dvoch,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,3000,masculine,genitive,tritisíceho,tritisíc,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,3000,masculine,dative,tritisícemu,tritisíc,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,3000,masculine,instrumental,tritisícim,tritisíc,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,3000,masculine,locative,tritisícom,tritisíc,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
sk,cardinal,3000,feminine,genitive,tritisícej,tritisíc,tisíc and -tisíc compounds are invariable (tisíceho etc. are ordinals)
